station_number,station_name,station_short_name,station_type,cdec_id,site_code,latitude,longitude,lldatum,positional_accuracy,County
24N04W07F004M,TSS Red Bluff-ID scn 390-400 470-490 535-545 595-615,TSS Red Bluff-ID,Groundwater,,382857N1223535W002,39.95219,-122.361879,NAD83,"Survey, 1m",Tehama
24N04W07F005M,TSS Red Bluff-IS scrn 210-220 260-270 285-295,TSS Red Bluff-IS,Groundwater,,382857N1223535W003,39.95219,-122.361879,NAD83,"Survey, 1m",Tehama
24N04W07F006M,TSS Red Bluff-Shallow scrn 80-90 140-150,TSS Red Bluff-S,Groundwater,,382857N1223535W004,39.95219,-122.361879,NAD83,"Survey, 1m",Tehama
C00300,Tulare Lake Water Surface Elevation,Tulare Lake,Surface Water,,,36.06875,-119.70791,NAD83,1/250000,Kings
C03169,Tule River below Porterville,Tule blw Porterville,Surface Water,,,36.078285,-119.107605,NAD83,1/250000,Tulare
B04150,Tuolumne River at Hickman Bridge,Tuolumne @ Hickman B,Surface Water,TRW,,37.6335,-120.76558,NAD83,"GPS, 10m",Stanislaus
B04105,Tuolumne River at Tuolumne City,Tuolumne @ Tuolumne,Surface Water,TRT,,37.627153,-120.987434,NAD83,1/250000,Stanislaus
B9561600,Turner Cut near Holt,Turner Cut,Water Quality,,,37.9925279,-121.4540189,NAD83,"GPS, 10m",San Joaquin
A5367250,Upper Hamilton Branch upstream Lake Almanor,HB-01B,Water Quality,,,40.2925,-121.0744,,Unknown,Plumas
01S06E29R001M,Upper Roberts Island Well 1A screen 23-28 ft bgs,UR-1A,Groundwater,,378000N1213200W001,37.81110136,-121.3256473,NAD83,"GPS, 10m",San Joaquin
01S06E29R002M,Upper Roberts Island Well 1B screen 20-25 ft bgs,UR-1B,Groundwater,,378000N1213200W002,37.81260856,-121.3256613,NAD83,"GPS, 10m",San Joaquin
01S06E29R003M,Upper Roberts Island Well 1C screen 35-40 ft bgs,UR-1C,Groundwater,,378000N1213200W003,37.81306824,-121.3257952,NAD83,"GPS, 10m",San Joaquin
01S06E16D002M,Upper Roberts Island Well 2A screen 12-17 ft bgs,UR-2A,Groundwater,,378500N1213200W001,37.85137325,-121.3236566,NAD83,"GPS, 10m",San Joaquin
01S06E16D003M,Upper Roberts Island Well 2B screen 14-19 ft bgs,UR-2B,Groundwater,,378500N1213200W002,37.85122454,-121.324648,NAD83,"GPS, 10m",San Joaquin
01S06E09E001M,Upper Roberts Island Well 3A screen 12-17 ft bgs,UR-3A,Groundwater,,378600N1213200W001,37.86251731,-121.3210288,NAD83,"GPS, 10m",San Joaquin
01S06E09E002M,Upper Roberts Island Well 3B screen 15-20 ft bgs,UR-3B,Groundwater,,378000N1213200W004,37.86251189,-121.3215894,NAD83,"GPS, 10m",San Joaquin
F6527900,Van Duzen River near Bridgeville,VAN DUZEN R NR BRIDG,Water Quality,,,40.48059,-123.89056,NAD83,Unknown,Humboldt
C03965,Vandalia Ditch near Porterville,Vandalia Di nr Porte,Surface Water,,,36.049952,-118.9726,NAD83,1/250000,Tulare
Z14010,Ventura R NR Santa Ana Blvd BR,OKV SRO,Surface Water,OKV,Z1-4010,34.4021731,-119.3067118,NAD83,Unknown,Ventura
B9528500,VICTORIA CANAL NR BYRON CA,VICTORIA CANAL,Water Quality,,,37.8709389,-121.5299869,NAD83,1/250000,San Joaquin
A05927,Wadsworth Canal near Sutter (lower),Wadsworth Can nr Sut,Surface Water,,,39.128329,-121.755178,NAD83,Unknown,Sutter
A05929,Wadsworth Canal near Sutter (upper),Wadsworth Can nr Sut,Surface Water,,,39.15292,-121.734605,NAD83,Unknown,Sutter
F41550,Weaver Creek near Weaverville,Weaver Cr nr Weaverv,Surface Water,,,40.685477,-122.934247,NAD83,Unknown,Trinity
B9522500,Werner Dredger Cut near Palm Tract,WDC n. Palm Tract,Water Quality,,,37.9639909,-121.5948369,NAD83,"GPS, 10m",Contra Costa
B95338,West Canal @ Clifton Court Intake,West Canal nr Intake,Tide Station,WCI,,37.8316122,-121.5540556,NAD83,"GPS, 10m",Contra Costa
B9533800,West Canal @ Clifton Court Intake - WQ,WCI WQ,Water Quality,WCI,,37.831583,-121.554028,NAD83,Unknown,Contra Costa
B92050Q,Westervelt Tidal Wetland near mouth of Consumnes River,Westervelt,Tide Station,,,38.25417222,-121.4177778,WGS84,"GPS, 10m",Sacramento
B9205000,Westervelt Tidal Wetland near mouth of Consumnes River,Westervelt,Water Quality,,,38.25417222,-121.4177778,WGS84,"GPS, 10m",Sacramento
B9537200,Wicklund Cut at Bethany Rd Bridge,WCBR,Water Quality,,,37.78038579,-121.5173208,WGS84,Unknown,San Joaquin
B9537100,Wicklund Cut near Mouth (SOR28),SOR28,Water Quality,,,37.7897257,-121.5162436,WGS84,Unknown,San Joaquin
A18150,Willow Cr nr Adin,Willow Cr nr Adin,Surface Water,WCA,,41.108055,-120.928612,NAD83,"GPS, 10m",Siskiyou
G42460,Willow Creek at Mapes Springs near Susanville,Willow Cr @ Mapes Sp,Surface Water,,,40.503325,-120.556698,NAD83,Unknown,Lassen
A02943,Willow Slough near Nicolaus,Willow Sl. nr Nic.,Surface Water,WSL,,38.914589,-121.627554,NAD83,Unknown,Sutter
C03948,Woods Central Ditch near Porterville,Woods Central Di nr,Surface Water,,,36.071619,-119.087604,NAD83,1/250000,Tulare
18N04E19D001M,Wyandotte TSS- Deep screen 700-720,Wyandotte TSS- Deep,Groundwater,,394051N1215736W001,39.4051218,-121.5736171,NAD83,"Survey, 1m",Butte
18N04E19D002M,Wyandotte TSS- Int screen 430-450 550-570,Wyandotte TSS- Int,Groundwater,,394051N1215736W002,39.4051218,-121.5736171,NAD83,"Survey, 1m",Butte
18N04E19D003M,Wyandotte TSS- Shallow screen 120-130 190-200,Wyandotte TSS- S,Groundwater,,394051N1215736W003,39.4051218,-121.5736171,NAD83,"Survey, 1m",Butte
B91510,Yolo Bypass at Liberty Island,Yolo Bypass @ Libert,Surface Water,LIY,,38.32916667,-121.6938889,NAD83,"GPS, 10m",Yolo
B91510B,Yolo Bypass at Liberty Island (Canal),Yolo Bypass @ Libert,Tide Station,,,38.32611111,-121.6938889,NAD83,Unknown,Yolo
B91511,Yolo Bypass at Liberty Island (Canal),Yolo Bypass @ Libert,Tide Station,LIR,,38.32611111,-121.6938889,NAD83,Unknown,Yolo
A01500,Yolo Bypass Hydrogeologic Study Surface Water @ ARC2,YBHC-SW1,Surface Water,,A01500,38.73346213,-121.6341759,NAD83,"Survey, 1m",Yolo
11N03E34D501M,Yolo Bypass Hydrogeologic Study Well 1A1 scr: 20-25 bgs,YBHC-1A1,Groundwater,,387626N1216357W001,38.76266402,-121.6357554,NAD83,"Survey, 1m",Yolo
11N03E34D500M,Yolo Bypass Hydrogeologic Study Well 1A2 scr: 40-45 bgs,YBHC-1A2,Groundwater,,387626N1216357W002,38.76265983,-121.6357555,NAD83,"Survey, 1m",Yolo
11N03E27N500M,Yolo Bypass Hydrogeologic Study Well 1B1 scr: 20-30 bgs,YBHC-1B1,Groundwater,,387627N1216350W001,38.76279371,-121.6350118,NAD83,"Survey, 1m",Yolo
11N03E27N501M,Yolo Bypass Hydrogeologic Study Well 1B2 scr: 40-50 bgs,YBHC-1B2,Groundwater,,387628N1216350W001,38.76280858,-121.6350256,NAD83,"Survey, 1m",Yolo
11N03E27N502M,Yolo Bypass Hydrogeologic Study Well 1C1 scr: 24-34 bgs,YBHC-1C1,Groundwater,,387629N1216336W001,38.76297651,-121.6336021,NAD83,"Survey, 1m",Yolo
11N03E27N503M,Yolo Bypass Hydrogeologic Study Well 1C2 scr: 40-50 bgs,YBHC-1C2,Groundwater,,387629N1216336W002,38.76298264,-121.6336193,NAD83,"Survey, 1m",Yolo
11N03E34N505M,Yolo Bypass Hydrogeologic Study Well 2A1 scr: 20-25 bgs,YBHC-2A1,Groundwater,,387488N1216348W001,38.74886761,-121.6348567,NAD83,"Survey, 1m",Yolo
11N03E34N504M,Yolo Bypass Hydrogeologic Study Well 2A2 scr: 45-50 bgs,YBHC-2A2,Groundwater,,387488N1216348W002,38.74886151,-121.6348561,NAD83,"Survey, 1m",Yolo
11N03E34N503M,Yolo Bypass Hydrogeologic Study Well 2B1 scr: 20-30 bgs,YBHC-2B1,Groundwater,,387485N1216339W001,38.74854175,-121.633923,NAD83,"Survey, 1m",Yolo
11N03E34N500M,Yolo Bypass Hydrogeologic Study Well 2B2 scr: 45-55 bgs,YBHC-2B2,Groundwater,,387485N1216339W002,38.74854334,-121.6339328,NAD83,"Survey, 1m",Yolo
11N03E34N501M,Yolo Bypass Hydrogeologic Study Well 2C1 scr: 24-34 bgs,YBHC-2C1,Groundwater,,387485N1216334W001,38.74853201,-121.6334908,NAD83,"Survey, 1m",Yolo
11N03E34N502M,Yolo Bypass Hydrogeologic Study Well 2C2 scr: 45-55 bgs,YBHC-2C2,Groundwater,,387485N1216335W001,38.74853186,-121.6335054,NAD83,"Survey, 1m",Yolo
10N03E10J500M,Yolo Bypass Hydrogeologic Study Well 3A1 scr: 20-25 bgs,YBHC-3A1,Groundwater,,387333N1216338W001,38.73330602,-121.6338005,NAD83,"Survey, 1m",Yolo
10N03E10J501M,Yolo Bypass Hydrogeologic Study Well 3A2 scr: 55-60 bgs,YBHC-3A2,Groundwater,,387333N1216338W002,38.73330014,-121.6338001,NAD83,"Survey, 1m",Yolo
10N03E10R501M,Yolo Bypass Hydrogeologic Study Well 3B1 scr: 15-25 bgs,YBHC-3B1,Groundwater,,387320N1216329W001,38.73203943,-121.6329094,NAD83,"Survey, 1m",Yolo
10N03E10R500M,Yolo Bypass Hydrogeologic Study Well 3B2 scr: 35-45 bgs,YBHC-3B2,Groundwater,,387320N1216329W002,38.73204742,-121.6329095,NAD83,"Survey, 1m",Yolo
10N03E11N500M,Yolo Bypass Hydrogeologic Study Well 3C1 scr: 15-25 bgs,YBHC-3C1,Groundwater,,387321N1216298W001,38.73219789,-121.6298512,NAD83,"Survey, 1m",Yolo
10N03E11N501M,Yolo Bypass Hydrogeologic Study Well 3C2 scr: 40-50 bgs,YBHC-3C2,Groundwater,,387322N1216298W001,38.73221058,-121.6298509,NAD83,"Survey, 1m",Yolo
10N03E15J502M,Yolo Bypass Hydrogeologic Study Well 4A1 scr: 20-25 bgs,YBHC-4A1,Groundwater,,387201N1216349W001,38.7201817,-121.6349733,NAD83,"Survey, 1m",Yolo
10N03E15J503M,Yolo Bypass Hydrogeologic Study Well 4A2 scr: 45-50 bgs,YBHC-4A2,Groundwater,,387201N1216349W002,38.72017619,-121.6349744,NAD83,"Survey, 1m",Yolo
10N03E15J500M,Yolo Bypass Hydrogeologic Study Well 4B1 scr: 20-30 bgs,YBHC-4B1,Groundwater,,387183N1216337W001,38.71834519,-121.6337205,NAD83,"Survey, 1m",Yolo
10N03E15J501M,Yolo Bypass Hydrogeologic Study Well 4B2 scr: 40-50 bgs,YBHC-4B2,Groundwater,,387183N1216337W002,38.71835409,-121.6337212,NAD83,"Survey, 1m",Yolo
10N03E15R500M,Yolo Bypass Hydrogeologic Study Well 4C1 scr: 20-30 bgs,YBHC-4C1,Groundwater,,387171N1216323W001,38.71716281,-121.6323258,NAD83,"Survey, 1m",Yolo
10N03E15R501M,Yolo Bypass Hydrogeologic Study Well 4C2 scr: 40-50 bgs,YBHC-4C2,Groundwater,,387171N1216323W002,38.71716861,-121.6323345,NAD83,"Survey, 1m",Yolo
10N03E22K501M,Yolo Bypass Hydrogeologic Study Well 5_2 scr: 55-60 bgs,YBHC-5_2,Groundwater,,387061N1216386W002,38.70613554,-121.6386586,NAD83,"Survey, 1m",Yolo
10N03E34C501M,Yolo Bypass Hydrogeologic Study Well 6A1 scr: 25-30 bgs,YBHC-6A1,Groundwater,,386837N1216439W001,38.68372016,-121.6439708,NAD83,"Survey, 1m",Yolo
10N03E34C500M,Yolo Bypass Hydrogeologic Study Well 6A2 scr: 55-60 bgs,YBHC-6A2,Groundwater,,386837N1216439W002,38.68371466,-121.6439701,NAD83,"Survey, 1m",Yolo
10N03E34C502M,Yolo Bypass Hydrogeologic Study Well 6B1 scr: 25-30 bgs,YBHC-6B1,Groundwater,,386838N1216425W001,38.68382647,-121.6425595,NAD83,"Survey, 1m",Yolo
10N03E34C503M,Yolo Bypass Hydrogeologic Study Well 6B2 scr: 55-60 bgs,YBHC-6B2,Groundwater,,386838N1216425W002,38.68382645,-121.6425522,NAD83,"Survey, 1m",Yolo
10N03E23D500M,Yolo Bypass Hydrogeologic Study Well 7_1 scr: 25-30 bgs,YBHC-7_1,Groundwater,,387110N1216293W001,38.71108823,-121.6293291,NAD83,"Survey, 1m",Yolo
10N03E23D501M,Yolo Bypass Hydrogeologic Study Well 7_2 scr: 50-55 bgs,YBHC-7_2,Groundwater,,387110N1216293W002,38.7110786,-121.6293204,NAD83,"Survey, 1m",Yolo
10N03E23E501M,Yolo Bypass Hydrogeologic Study Well 8_1 scr: 30-35 bgs,YBHC-8_1,Groundwater,,387072N1216312W001,38.707249,-121.6312525,NAD83,"Survey, 1m",Yolo
10N03E23E500M,Yolo Bypass Hydrogeologic Study Well 8_2 scr: 57-62 bgs,YBHC-8_2,Groundwater,,387072N1216312W002,38.70725155,-121.6312605,NAD83,"Survey, 1m",Yolo
11N03E34N506M,Yolo Bypass Hydrogeologic Study Well L1 scr: 125-135 bg,YBHC-L1,Groundwater,,387505N1216345W001,38.75067825,-121.6345697,NAD83,"Survey, 1m",Yolo
B91560,Yolo Bypass near Lisbon Weir,Yolo Bypass @ Lisbon,Surface Water,LIS,,38.4747608,-121.5885961,NAD83,"Survey, 1m",Yolo
B9156000,Yolo Bypass near Lisbon Weir,Yolo Bypass @ Lisbon,Surface Water,LIS,,38.4747608,-121.5885961,NAD83,"Survey, 1m",Yolo
B91560Q,Yolo Bypass near Lisbon Weir,Yolo Bypass @ Lisbon,Tide Station,LIS,,38.4747608,-121.5885961,NAD83,"Survey, 1m",Yolo
B91555Q,Yolo Bypass Tidal Wetland,Yolo Bypass Wetland,Tide Station,,,38.44884167,-121.5999917,WGS84,"GPS, 10m",Yolo
B9155500,Yolo Bypass Tidal Wetland,Yolo Bypass Wetland,Water Quality,,,38.4486,-121.59972,WGS84,Unknown,Yolo
A01600,Yolo Bypass Tule Pond @ Fremont Weir,YBT,Surface Water,YBT,A01600,38.750075,-121.635479,WGS84,Unknown,Yolo
16N03E36M001M,Yuba County Water Agency Well 1 screen 140-160 ft bgs,YCWA-01,Groundwater,,391975N1215940W001,39.1975,-121.594,NAD83,"GPS, 10m",Yuba
13N04E07L001M,Yuba County Water Agency Well 12 screen 155-175 ft bgs,YCWA-12,Groundwater,,389868N1215739W001,38.9868,-121.5739,NAD83,"GPS, 10m",Yuba
A06110,"Yuba River above Highway 70, at Marysville",YubaR. abv Hwy 70,Surface Water,,,39.135833,-121.5833333,NAD83,Unknown,Sutter
A6101050,Yuba River at Mouth,Yuba R A MO,Water Quality,,,39.1286,-121.59735,NAD83,Unknown,Yuba
15N04E04R002M,Yuba River Well 1A shallow screen 70-80 ft bgs,YR-1A shallow,Groundwater,,391759N1215241W001,39.17588,-121.524015,NAD83,"Survey, 1m",Yuba
15N04E04R003M,Yuba River Well 1B middle-shallow screen 250-260 ft bgs,YR-1B middle-shallow,Groundwater,,391759N1215241W002,39.17588,-121.524015,NAD83,"Survey, 1m",Yuba
15N04E04R004M,Yuba River Well 1C middle-deep screen 430-450 ft bgs,YR-1C middle-deep,Groundwater,,391759N1215241W003,39.17588,-121.524015,NAD83,"Survey, 1m",Yuba
15N04E04R005M,Yuba River Well 1D deep screen 600-620 ft bgs,YR-1D deep,Groundwater,,391759N1215241W004,39.17588,-121.524015,NAD83,"Survey, 1m",Yuba
15N04E04R006M,Yuba River Well 2 screen 20-40 ft bgs,YR-2,Groundwater,,391759N1215241W005,39.175737,-121.524076,NAD83,"Survey, 1m",Yuba
11N01E24Q503M,Zamora (Replacement) Subsidence Well deep,ZAM(R) P1 deep,Groundwater,,387794N1218124W002,38.779435,-121.812369,NAD83,"Survey, 1m",Yolo
11N01E24Q502M,Zamora (Replacement) Subsidence well middle-deep,ZAM(R) P2 mid-deep,Groundwater,,387794N1218124W004,38.779435,-121.812369,NAD83,"Survey, 1m",Yolo
11N01E24Q501M,Zamora (Replacement) Subsidence well middle-shallow,ZAM(R) P3 mid-shall,Groundwater,,387794N1218124W006,38.779435,-121.812369,NAD83,"Survey, 1m",Yolo
11N01E24Q500M,Zamora (Replacement) Subsidence well shallow,ZAM(R) P4 shallow,Groundwater,,387794N1218124W008,38.779435,-121.812369,NAD83,"Survey, 1m",Yolo
11N01E24Q008M,Zamora Land Subsidence Extensometer depth 1000 ft bgs,ZAM Ext,Groundwater,,,38.779855,-121.812422,NAD83,"Survey, 1m",Yolo
11N01E24Q004M,Zamora Subsidence Well deep screen 784-789 ft bgs,ZAM P1 deep,Groundwater,,387793N1218123W001,38.779387,-121.812395,NAD83,"Survey, 1m",Yolo
11N01E24Q005M,Zamora Subsidence Well mid-deep screen 583-588 ft bgs,ZAM P2 middle-deep,Groundwater,,387793N1218123W002,38.779387,-121.812395,NAD83,"Survey, 1m",Yolo
11N01E24Q006M,Zamora Subsidence Well mid-shall screen 382-387 ft bgs,ZAM P3 mid-shallow,Groundwater,,387793N1218123W003,38.779387,-121.812395,NAD83,"Survey, 1m",Yolo
11N01E24Q007M,Zamora Subsidence Well shallow screen 180-200 ft bgs,ZAM P4 shallow,Groundwater,,387793N1218123W004,38.779387,-121.812395,NAD83,"Survey, 1m",Yolo
